unique_id,date,title,genre,type,rating,price,average_reading_time
132932515393408,2022-03-27,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,52.24,25.53
132932515393456,2022-07-14,The Selfish Gene,ScienceBook,Non-Fiction,2,69.26,29.88
132932515393504,2022-01-06,Malcolm X,BiographyBook,Non-Fiction,2,63.01,34.34
132932515393552,,Gone Girl,MysteryBook,Fiction,4,64.49,32.91
132932515393600,2022-03-22,A Brief History of Time,ScienceBook,Non-Fiction,,69.64,48.56
132932515393648,2022-04-17,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,69.5,30.46
132932515393696,2022-03-21,Malcolm X,BiographyBook,Non-Fiction,2,66.59,33.75
132932515393744,2022-05-09,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,69.02,37.85
132932515393792,2022-02-26,Steve Jobs,BiographyBook,Non-Fiction,3,57.85,34.36
132932515393840,2022-01-20,Malcolm X,BiographyBook,Non-Fiction,3,66.75,27.56
132932515393888,2022-03-28,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,67.12,32.09
132932515393936,2022-04-22,A Brief History of Time,ScienceBook,Non-Fiction,2,59.52,34.5
132932515393984,,Sapiens,ScienceBook,Non-Fiction,2,64.28,36.13
132932515394032,2022-03-22,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,68.79,33.37
132932515394080,2022-05-08,Malcolm X,BiographyBook,Non-Fiction,5,58.63,28.46
132932515394128,2022-05-22,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,68.12,33.97
132932515394176,2022-05-31,Steve Jobs,BiographyBook,Non-Fiction,4,66.24,33.07
132932515394224,2022-03-10,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,69.18,21.46
132932515394272,2022-01-05,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,69.45,48.62
132932515394320,2022-02-14,Malcolm X,BiographyBook,Non-Fiction,3,56.41,34.98
132932515394368,2022-02-20,Malcolm X,BiographyBook,Non-Fiction,1,67.36,41.43
132932515394416,2022-02-27,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,58.4,30.93
132932515394464,2022-05-16,The Diary of a Young Girl,BiographyBook,Non-Fiction,,67.62,43.72
132932515394512,2022-01-07,Malcolm X,BiographyBook,Non-Fiction,3,67.91,38.24
132932515394560,2022-03-17,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,67.49,35.89
132932515394608,2022-01-31,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,64.26,34.31
132932515394656,2022-01-06,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,68.0,46.22
132932515394704,2022-02-25,Steve Jobs,BiographyBook,Non-Fiction,,68.61,28.44
132932515394752,2022-04-23,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,66.92,37.84
132932515394800,2022-04-09,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,69.63,35.22
132932515394848,2022-01-30,Sapiens,ScienceBook,Non-Fiction,2,64.52,35.14
132932515394896,2022-02-05,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,64.73,40.03
132932515394944,2022-03-01,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,60.0,37.21
132932515394992,2022-04-13,The Diary of a Young Girl,BiographyBook,Non-Fiction,,62.78,44.15
132932515395040,2022-01-05,Malcolm X,BiographyBook,Non-Fiction,3,69.12,30.68
132932515395088,2022-01-04,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,66.72,30.22
132932515395136,2022-05-27,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,64.33,33.36
132932515395184,2022-02-19,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,69.54,32.44
132932515395232,2022-05-01,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,64.38,35.99
132932515395280,2022-03-04,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,69.87,48.26
132932515395328,2022-03-05,Sapiens,ScienceBook,Non-Fiction,3,67.47,27.46
132932515395376,2022-03-28,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,60.9,33.15
132932515395424,2022-04-17,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,69.56,37.07
132932515395472,2022-03-07,Steve Jobs,BiographyBook,Non-Fiction,4,62.95,35.03
132932515395520,2022-03-28,Malcolm X,BiographyBook,Non-Fiction,5,63.24,36.53
132932515395568,2022-03-08,Steve Jobs,BiographyBook,Non-Fiction,4,56.9,27.78
132932515395616,,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,,
132932515395664,2022-03-10,Malcolm X,BiographyBook,Non-Fiction,3,64.64,23.71
132932515395712,2022-04-10,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,62.94,43.99
132932515395760,2022-02-05,Malcolm X,BiographyBook,Non-Fiction,3,65.94,37.76
132932515395808,2022-03-25,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,65.28,28.43
132932515395856,2022-06-22,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,53.27,
132932515395904,2022-03-06,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,61.88,38.36
132932515395952,2022-02-06,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,57.29,37.67
132932515396000,2022-03-25,Sapiens,ScienceBook,Non-Fiction,2,66.56,48.51
132932515396048,2022-04-10,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,66.19,25.81
132932515396096,2022-02-12,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,64.6,41.41
132932515396144,2022-09-08,Sapiens,ScienceBook,Non-Fiction,3,66.22,37.35
132932515396192,2022-03-22,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,69.57,30.05
132932515396240,2022-05-17,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,68.74,20.87
132932515396288,2022-01-13,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,69.77,38.01
132932515396336,2022-05-29,Sapiens,ScienceBook,Non-Fiction,2,68.1,24.71
132932515396384,2022-07-13,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,68.63,28.57
132932515396432,2022-02-22,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,66.4,28.25
132932515396480,2022-02-04,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,68.18,38.47
132932515396528,2022-06-22,Sapiens,ScienceBook,Non-Fiction,4,66.37,31.7
132932515396576,2022-08-05,Malcolm X,BiographyBook,Non-Fiction,2,68.84,
132932515396624,2022-07-19,Steve Jobs,BiographyBook,Non-Fiction,3,69.1,37.27
132932515396672,2022-09-05,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,69.35,27.39
132932515396720,2022-02-04,Malcolm X,BiographyBook,Non-Fiction,3,63.62,37.85
132932515396768,2022-04-05,The Selfish Gene,ScienceBook,Non-Fiction,5,63.59,27.06
132932515396816,,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,63.39,38.86
132932515396864,2022-03-09,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,63.15,35.66
132932515396912,2022-04-02,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,64.23,39.22
132932515396960,2022-01-08,Sapiens,ScienceBook,Non-Fiction,3,69.52,23.29
132932515397008,2022-03-30,Sapiens,ScienceBook,Non-Fiction,,62.89,26.86
132932515397056,2022-05-10,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,65.75,23.17
132932515397104,2022-02-07,Sapiens,ScienceBook,Non-Fiction,4,61.29,39.82
132932515397152,2022-01-15,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,63.86,32.81
132932515397200,2022-07-19,Malcolm X,BiographyBook,Non-Fiction,5,62.33,25.41
132932515397248,2022-03-05,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,69.52,38.91
132932515397296,2022-03-21,The Selfish Gene,ScienceBook,Non-Fiction,4,58.06,39.56
132932515397344,2022-02-11,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,58.05,36.95
132932515397392,2022-08-07,Steve Jobs,BiographyBook,Non-Fiction,4,67.73,34.3
132932515397440,2022-08-05,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,62.49,41.31
132932515397488,2022-07-02,Steve Jobs,BiographyBook,Non-Fiction,2,65.36,41.68
132932515397536,2022-02-21,A Brief History of Time,ScienceBook,Non-Fiction,3,54.81,26.16
132932515397584,2022-04-03,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,69.19,27.11
132932515430464,2022-01-12,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,65.61,20.02
132932515430512,2022-03-11,Steve Jobs,BiographyBook,Non-Fiction,3,67.53,24.83
132932515430560,2022-10-01,Malcolm X,BiographyBook,Non-Fiction,1,68.89,47.58
132932515430608,,Malcolm X,BiographyBook,Non-Fiction,4,66.49,35.88
132932515430656,2022-02-14,The Selfish Gene,ScienceBook,Non-Fiction,4,,31.82
132932515430704,2022-04-12,Malcolm X,BiographyBook,Non-Fiction,2,69.37,25.09
132932515430752,2022-01-28,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,64.81,43.44
132932515430800,2022-02-05,Steve Jobs,BiographyBook,Non-Fiction,4,64.18,26.07
132932515430848,2022-02-21,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,64.87,
132932515430896,2022-02-26,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,63.67,24.05
132932515430944,2022-02-03,Malcolm X,BiographyBook,Non-Fiction,3,66.2,28.08
132932515430992,2022-03-19,The Selfish Gene,ScienceBook,Non-Fiction,3,,34.38
132932515431040,2022-03-22,Malcolm X,BiographyBook,Non-Fiction,4,63.38,29.82
132932515431088,2022-01-26,Steve Jobs,BiographyBook,Non-Fiction,2,66.09,42.41
132932515431136,2022-06-01,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,,40.25
132932515431184,2022-08-11,Sapiens,ScienceBook,Non-Fiction,4,,26.07
132932515431232,2022-02-08,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,,37.15
132932515431280,2022-01-12,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,67.01,
132932515431328,2022-05-04,A Brief History of Time,ScienceBook,Non-Fiction,3,63.12,32.34
132932515431376,2022-02-11,Malcolm X,BiographyBook,Non-Fiction,3,59.13,38.99
132932515431424,2022-05-02,Sapiens,ScienceBook,Non-Fiction,2,69.96,33.07
132932515431472,2022-04-30,Malcolm X,BiographyBook,Non-Fiction,1,67.24,27.27
132932515431520,2022-04-27,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,68.13,30.94
132932515431568,2022-03-21,The Selfish Gene,ScienceBook,Non-Fiction,5,69.08,34.45
132932515431616,2022-01-27,Malcolm X,BiographyBook,Non-Fiction,4,63.65,36.36
132932515431664,2022-09-10,Sapiens,ScienceBook,Non-Fiction,2,66.47,20.45
132932515431712,2022-01-13,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,65.26,45.74
132932515431760,2022-01-28,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,60.54,22.08
132932515431808,2022-03-02,Sapiens,ScienceBook,Non-Fiction,2,65.89,33.96
132932515431856,2022-05-27,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,67.39,40.57
132932515431904,2022-05-03,The Selfish Gene,ScienceBook,Non-Fiction,1,56.04,38.33
132932515431952,2022-02-16,Malcolm X,BiographyBook,Non-Fiction,4,61.69,25.38
132932515432000,2022-03-13,Sapiens,ScienceBook,Non-Fiction,2,63.51,43.69
132932515432048,2022-02-28,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,63.67,35.22
132932515432096,2022-08-14,Sapiens,ScienceBook,Non-Fiction,2,57.26,27.15
132932515432144,2022-05-25,A Brief History of Time,ScienceBook,Non-Fiction,2,66.81,31.72
132932515432192,2022-01-04,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,69.82,31.46
132932515432240,2022-06-22,Malcolm X,BiographyBook,Non-Fiction,3,66.49,30.85
132932515432288,2022-04-17,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,68.52,30.05
132932515432336,2022-01-12,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,68.73,29.92
132932515432384,2022-05-14,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,68.01,40.1
132932515432432,2022-05-10,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,67.85,48.56
132932515432480,2022-06-12,Sapiens,ScienceBook,Non-Fiction,5,68.98,40.04
132932515432528,2022-01-20,Malcolm X,BiographyBook,Non-Fiction,3,67.19,36.86
132932515432576,2022-03-21,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,64.93,41.67
132932515432624,2022-03-02,Steve Jobs,BiographyBook,Non-Fiction,3,54.47,29.51
132932515432672,2022-04-20,Malcolm X,BiographyBook,Non-Fiction,3,69.74,22.25
132932515432720,2023-01-01,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,68.61,21.58
132932515432768,2022-07-14,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,67.94,42.59
132932515432816,2022-06-25,Sapiens,ScienceBook,Non-Fiction,2,67.22,41.29
132932515432864,2022-06-26,Sapiens,ScienceBook,Non-Fiction,2,63.8,
132932515432912,2022-03-26,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,62.3,27.35
132932515432960,2022-03-22,The Selfish Gene,ScienceBook,Non-Fiction,2,68.97,41.53
132932515433008,2022-07-28,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,69.07,37.1
132932515433056,2022-02-15,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,68.55,33.06
132932515433104,,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,65.22,34.93
132932515433152,2022-04-06,Malcolm X,BiographyBook,Non-Fiction,4,64.23,37.61
132932515433200,2022-04-21,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,61.64,35.42
132932515433248,2022-06-30,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,61.62,24.86
132932515433296,2022-04-29,Malcolm X,BiographyBook,Non-Fiction,2,60.91,45.07
132932515433344,2022-01-04,Malcolm X,BiographyBook,Non-Fiction,3,59.99,30.78
132932515433392,2022-07-21,Steve Jobs,BiographyBook,Non-Fiction,2,66.98,41.92
132932515433440,2022-01-23,Steve Jobs,BiographyBook,Non-Fiction,4,67.98,
132932515433488,2022-02-28,The Diary of a Young Girl,BiographyBook,Non-Fiction,,67.63,36.76
132932515433536,2022-02-08,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,67.78,31.62
132932515433584,2022-03-30,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,68.56,40.2
132932515433632,2022-04-29,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,69.81,28.26
132932515433680,2022-04-18,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,68.98,20.86
132932515433728,2022-01-09,Sapiens,ScienceBook,Non-Fiction,4,66.23,
132932515433776,2022-03-10,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,58.04,32.69
132932515433824,2022-04-07,Malcolm X,BiographyBook,Non-Fiction,4,62.44,26.45
132932515433872,2022-01-30,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,,36.96
132932515433920,2022-02-10,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,68.3,35.09
132932515433968,2022-04-14,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,59.71,38.11
132932515434016,2022-06-23,Malcolm X,BiographyBook,Non-Fiction,3,67.72,32.51
132932515434064,2022-10-19,A Brief History of Time,ScienceBook,Non-Fiction,4,60.68,23.27
132932515434112,2022-09-08,Sapiens,ScienceBook,Non-Fiction,5,69.08,28.96
132932515434160,,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,62.83,24.31
132932515434208,2022-03-02,Steve Jobs,BiographyBook,Non-Fiction,2,68.09,47.39
132932515434256,2022-08-08,Steve Jobs,BiographyBook,Non-Fiction,2,64.5,26.68
132932515434304,2022-04-04,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,63.34,39.95
132932515434352,2022-01-17,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,62.89,33.78
132932515434400,2022-09-12,Malcolm X,BiographyBook,Non-Fiction,4,67.34,48.12
132932515434448,2022-03-12,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,65.51,42.3
132932515434496,2022-09-01,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,63.6,31.51
132932515434544,2022-05-24,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,,34.72
132932515434592,2022-01-04,Malcolm X,BiographyBook,Non-Fiction,2,68.76,32.26
132932515434640,2022-02-17,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,60.45,45.25
132932515434688,2022-02-11,Steve Jobs,BiographyBook,Non-Fiction,2,63.19,
132932515434736,2022-03-06,Sapiens,ScienceBook,Non-Fiction,3,61.54,23.81
132932515434784,2022-05-17,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,62.72,37.67
132932515434832,2022-03-13,Steve Jobs,BiographyBook,Non-Fiction,3,65.34,31.18
132932515434880,2022-01-25,A Brief History of Time,ScienceBook,Non-Fiction,2,62.09,31.94
132932515434928,2022-01-15,Malcolm X,BiographyBook,Non-Fiction,3,69.28,33.47
132932515434976,2022-02-16,Steve Jobs,BiographyBook,Non-Fiction,1,64.04,37.81
132932515435024,2022-02-13,Sapiens,ScienceBook,Non-Fiction,2,67.14,38.63
132932515435072,2022-08-10,Malcolm X,BiographyBook,Non-Fiction,1,63.8,24.58
132932515435120,,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,64.75,28.18
132932515435168,2022-04-15,Steve Jobs,BiographyBook,Non-Fiction,4,68.75,44.06
132932515435216,2022-03-01,Steve Jobs,BiographyBook,Non-Fiction,3,66.29,
132932515435264,2022-02-02,Steve Jobs,BiographyBook,Non-Fiction,3,66.2,39.28
132932515435312,2022-02-03,Steve Jobs,BiographyBook,Non-Fiction,2,66.53,37.91
132932515435360,2022-05-27,Steve Jobs,BiographyBook,Non-Fiction,,,32.63
132932515435408,2022-06-07,Steve Jobs,BiographyBook,Non-Fiction,3,58.28,45.47
132932515435456,2022-01-05,Malcolm X,BiographyBook,Non-Fiction,3,,
132932515435504,2022-08-20,Sapiens,ScienceBook,Non-Fiction,4,69.44,46.48
132932515435552,2022-03-08,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,57.92,34.34
132932515435600,2022-06-08,Steve Jobs,BiographyBook,Non-Fiction,4,68.75,23.38
132932515435648,2022-03-05,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,63.13,36.67
132932515435696,2022-05-22,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,65.8,30.36
132932515435744,2022-01-07,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,64.23,24.21
132932515435792,2022-08-14,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,62.82,39.55
132932515435840,2022-04-20,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,63.7,47.66
132932515435888,2022-01-10,Sapiens,ScienceBook,Non-Fiction,2,69.94,39.05
132932515435936,,Sapiens,ScienceBook,Non-Fiction,2,69.61,22.28
132932515435984,2022-08-03,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,60.69,25.82
132932515436032,2022-04-09,Steve Jobs,BiographyBook,Non-Fiction,3,61.19,29.34
132932515436080,2022-04-16,Sapiens,ScienceBook,Non-Fiction,3,69.63,41.77
132932515436128,2022-03-11,Malcolm X,BiographyBook,Non-Fiction,3,58.45,31.58
132932515436176,2022-06-13,The Selfish Gene,ScienceBook,Non-Fiction,3,65.08,40.57
132932515436224,2022-05-13,Malcolm X,BiographyBook,Non-Fiction,,59.54,29.35
132932515436272,2022-02-11,Steve Jobs,BiographyBook,Non-Fiction,2,63.34,23.96
132932515436320,2022-04-28,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,66.82,46.85
132932515436368,2022-11-10,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,69.73,30.1
132932515436416,2022-04-10,Malcolm X,BiographyBook,Non-Fiction,5,64.34,45.7
132932515436464,2022-05-29,Sapiens,ScienceBook,Non-Fiction,2,61.06,38.27
132932515436512,2022-03-28,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,62.93,
132932515436560,2022-03-07,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,65.75,35.2
132932515436608,2022-01-19,Steve Jobs,BiographyBook,Non-Fiction,2,59.74,22.79
132932515436656,2022-04-14,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,62.15,23.73
132932515436704,2022-05-10,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,65.5,46.81
132932515436752,2022-02-19,Steve Jobs,BiographyBook,Non-Fiction,3,67.66,30.73
132932515436800,2022-01-04,Malcolm X,BiographyBook,Non-Fiction,4,67.24,29.9
132932515436848,2022-06-04,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,55.38,32.81
132932515436896,2022-01-18,Sapiens,ScienceBook,Non-Fiction,2,60.02,38.78
132932515436944,2022-06-17,Steve Jobs,BiographyBook,Non-Fiction,4,67.51,32.61
132932515436992,2022-06-05,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,69.83,42.94
132932515437040,2022-07-06,Steve Jobs,BiographyBook,Non-Fiction,1,63.51,27.2
132932515437088,2022-04-09,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,66.37,30.58
132932515437136,2022-03-15,Steve Jobs,BiographyBook,Non-Fiction,4,69.2,29.32
132932515437184,2022-09-14,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,66.64,34.38
132932515437232,2022-01-10,Steve Jobs,BiographyBook,Non-Fiction,1,64.24,31.51
132932515437280,2022-08-11,Malcolm X,BiographyBook,Non-Fiction,1,64.18,45.62
132932515437328,2022-02-01,Steve Jobs,BiographyBook,Non-Fiction,4,67.57,42.52
132932515437376,2022-03-20,Malcolm X,BiographyBook,Non-Fiction,1,66.08,20.6
132932515437424,2022-01-29,Sapiens,ScienceBook,Non-Fiction,2,68.33,27.62
132932515437472,2022-03-18,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,57.69,
132932515437520,2022-02-01,Steve Jobs,BiographyBook,Non-Fiction,,56.1,37.85
132932515437568,2022-01-25,Malcolm X,BiographyBook,Non-Fiction,2,,34.84
132932515437616,2022-01-19,Sapiens,ScienceBook,Non-Fiction,1,67.91,26.19
132932515437664,2022-08-21,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,68.98,
132932515437712,2022-01-28,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,65.38,33.88
132932515437760,2022-02-09,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,66.06,39.77
132932515437808,,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,57.17,38.03
132932515437856,2022-05-30,A Brief History of Time,ScienceBook,Non-Fiction,3,69.84,37.85
132932515437904,2022-02-27,Sapiens,ScienceBook,Non-Fiction,1,67.45,39.81
132932515437952,2022-01-04,A Brief History of Time,ScienceBook,Non-Fiction,2,61.89,46.09
132932515438000,2022-09-24,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,63.8,37.57
132932515438048,2022-01-03,Sapiens,ScienceBook,Non-Fiction,,60.97,38.96
132932515438096,2022-01-18,A Brief History of Time,ScienceBook,Non-Fiction,3,63.04,32.0
132932515438144,2022-01-03,Steve Jobs,BiographyBook,Non-Fiction,2,,26.34
132932515438192,2022-03-07,Sapiens,ScienceBook,Non-Fiction,4,62.18,25.54
132932515438240,2022-03-04,Steve Jobs,BiographyBook,Non-Fiction,4,64.67,39.29
132932515438288,2022-09-09,The Selfish Gene,ScienceBook,Non-Fiction,4,67.35,23.07
132932515438336,2022-02-16,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,66.51,37.28
132932515438384,2022-08-30,A Brief History of Time,ScienceBook,Non-Fiction,5,69.2,27.05
132932515438432,2022-05-14,Steve Jobs,BiographyBook,Non-Fiction,5,64.22,
132932515438480,2022-01-22,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,63.51,37.91
132932515438528,2022-04-09,Malcolm X,BiographyBook,Non-Fiction,2,64.86,40.06
132932515438576,2022-02-11,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,66.14,24.52
132932515438624,2022-03-05,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,68.3,31.84
132932515438672,2022-03-02,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,68.22,47.53
132932515438720,2022-04-15,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,64.32,41.76
132932515438768,2022-04-18,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,64.27,31.64
132932515438816,2022-07-14,Steve Jobs,BiographyBook,Non-Fiction,3,63.26,34.56
132932515438864,2022-06-22,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,69.3,28.83
132932515438912,,The Diary of a Young Girl,BiographyBook,Non-Fiction,4,59.4,40.06
132932515438960,2022-06-22,Steve Jobs,BiographyBook,Non-Fiction,2,67.94,21.95
132932515439008,2022-02-24,A Brief History of Time,ScienceBook,Non-Fiction,3,67.02,33.12
132932515439056,2022-04-05,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,63.61,30.9
132932515439104,2022-01-04,Malcolm X,BiographyBook,Non-Fiction,4,61.61,31.17
132932515439152,2022-06-07,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,63.12,38.04
132932515439200,,Malcolm X,BiographyBook,Non-Fiction,3,62.68,27.16
132932515439248,2022-02-16,Steve Jobs,BiographyBook,Non-Fiction,3,66.23,42.29
132932515439296,2022-01-13,Steve Jobs,BiographyBook,Non-Fiction,,56.76,43.57
132932515439344,2022-01-19,Murder on the Orient Express,MysteryBook,Fiction,2,65.65,33.07
132932515439392,2022-09-07,Sapiens,ScienceBook,Non-Fiction,3,61.33,26.76
132932515439440,2022-03-02,Steve Jobs,BiographyBook,Non-Fiction,3,59.83,31.99
132932515439488,2022-06-23,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,62.23,34.98
132932515439536,2022-03-12,The Diary of a Young Girl,BiographyBook,Non-Fiction,5,67.68,34.54
132932515439584,2022-03-24,Sapiens,ScienceBook,Non-Fiction,5,,46.28
132932515439632,2022-07-18,Malcolm X,BiographyBook,Non-Fiction,5,65.63,33.28
132932515439680,2022-01-11,Malcolm X,BiographyBook,Non-Fiction,5,61.53,34.08
132932515439728,2022-01-09,Malcolm X,BiographyBook,Non-Fiction,3,64.25,22.5
132932515439776,2022-04-24,Sapiens,ScienceBook,Non-Fiction,2,66.26,42.66
132932515439824,2022-08-18,Steve Jobs,BiographyBook,Non-Fiction,5,62.67,33.19
132932515439872,2022-04-25,Sapiens,ScienceBook,Non-Fiction,3,58.01,31.46
132932515439920,2022-05-03,Steve Jobs,BiographyBook,Non-Fiction,5,64.31,26.3
132932515439968,2022-01-21,Steve Jobs,BiographyBook,Non-Fiction,3,55.52,37.93
132932515440016,2022-02-11,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,68.77,31.64
132932515440064,2022-02-20,Steve Jobs,BiographyBook,Non-Fiction,4,64.2,47.19
132932515440112,2022-02-08,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,69.09,37.99
132932515440160,2022-03-05,The Diary of a Young Girl,BiographyBook,Non-Fiction,2,68.79,37.54
132932515440208,2022-03-12,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,62.97,39.16
132932515440256,2022-03-28,A Brief History of Time,ScienceBook,Non-Fiction,3,58.86,37.02
132932515440304,2022-02-01,Malcolm X,BiographyBook,Non-Fiction,3,67.16,32.01
132932515440352,2022-01-07,The Diary of a Young Girl,BiographyBook,Non-Fiction,1,67.41,37.61
132932515440400,2022-06-27,The Diary of a Young Girl,BiographyBook,Non-Fiction,,63.81,36.01
132932515440448,,Steve Jobs,BiographyBook,Non-Fiction,3,68.94,37.92
132932515440496,2022-08-03,The Diary of a Young Girl,BiographyBook,Non-Fiction,3,61.54,26.77
